Youtube,#genre#
東森新聞,https://today.line.me/tw/v2/article/grrvVZ
東森財經新聞,https://www.histar.tv/live/ebc-finance
東森電影,https://www.histar.tv/live/ebc-movie
東森綜合,https://www.histar.tv/live/ebc-ettv
TVBS新聞,https://today.line.me/tw/v2/article/jggMBa
TVBS,https://www.histar.tv/live/tvbs-hd
TVBS歡樂台,https://www.histar.tv/live/tvbs-huanle
中天新聞,https://www.histar.tv/live/cti-news
鏡新聞,https://www.histar.tv/live/mnews
壹新聞,https://www.histar.tv/live/nexttv
寰宇新聞,https://www.histar.tv/live/global-news
緯來日本,https://www.histar.tv/live/videoland-japan
緯來電影,https://www.histar.tv/live/videoland-movie
HBO,https://www.histar.tv/live/hbo-hd
衛視電影,https://www.histar.tv/live/star-chinese-movies
龍祥時代,https://www.histar.tv/live/lstime
龍華電影,https://www.histar.tv/live/ltv-movies
靖天國際台,https://www.histar.tv/live/jtgj
靖天電影,https://www.histar.tv/live/jtdy
靖天卡通,https://www.histar.tv/live/jtkt
Disney,https://www.histar.tv/live/disney
美亞電影,https://www.histar.tv/live/meiah-movies
靖洋戲劇,https://www.histar.tv/live/jyxj
動物星球,https://www.histar.tv/live/animal-planet
ELEVEN 1,,https://www.histar.tv/live/eleven-sport1

四季,#genre#
parse=1
player=2
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36
referer=https://www.4gtv.tv
好消息2台,https://www.4gtv.tv/channel/litv-ftv17?set=4&ch=8
金光布袋戲,https://www.4gtv.tv/channel/4gtv-live144?set=4&ch=236
豬哥亮歌廳秀,https://www.4gtv.tv/channel/4gtv-4gtv006?set=4&ch=113
華視新聞,https://www.4gtv.tv/channel/4gtv-4gtv052?set=4&ch=34
華視,https://www.4gtv.tv/channel/4gtv-4gtv041?set=4&ch=6
民視綜藝,https://www.4gtv.tv/channel/4gtv-4gtv004?set=4&ch=16
民視第一台,https://www.4gtv.tv/channel/4gtv-4gtv003?set=4&ch=1
民視旅遊,https://www.4gtv.tv/channel/litv-ftv07?set=4&ch=61
民視新聞,https://www.4gtv.tv/channel/litv-ftv13?set=4&ch=31
民視影劇,https://www.4gtv.tv/channel/litv-ftv09?set=4&ch=24
民視台灣台,https://www.4gtv.tv/channel/4gtv-4gtv001?set=4&ch=2
東森財經新聞,https://www.4gtv.tv/channel/4gtv-live019?set=4&ch=211
東森新聞,https://www.4gtv.tv/channel/4gtv-live114?set=4&ch=234
智林體育,https://www.4gtv.tv/channel/4gtv-4gtv101?set=4&ch=58
時尚運動X,https://www.4gtv.tv/channel/4gtv-4gtv014?set=4&ch=69
新唐人亞太台,https://www.4gtv.tv/channel/4gtv-live050?set=4&ch=223
愛爾達生活旅遊,https://www.4gtv.tv/channel/4gtv-live120?set=4&ch=237
寰宇新聞,https://www.4gtv.tv/channel/litv-longturn14?set=4&ch=36
鏡新聞,https://www.4gtv.tv/channel/4gtv-4gtv075?set=4&ch=268
大愛,https://www.4gtv.tv/channel/4gtv-live007?set=4&ch=209
原住民族電視台,https://www.4gtv.tv/channel/4gtv-live014?set=4&ch=273
公視戲劇,https://www.4gtv.tv/channel/4gtv-4gtv042?set=4&ch=7
人間衛視,https://www.4gtv.tv/channel/4gtv-live008?set=4&ch=210
亞洲旅遊,https://www.4gtv.tv/channel/litv-longturn17?set=4&ch=250
中視菁采台,https://www.4gtv.tv/channel/4gtv-4gtv064?set=4&ch=123
中視經典,https://www.4gtv.tv/channel/4gtv-4gtv080?set=4&ch=124
中視新聞,https://www.4gtv.tv/channel/4gtv-4gtv074?set=4&ch=33
中視,https://www.4gtv.tv/channel/4gtv-4gtv040?set=4&ch=4
中天新聞,https://www.4gtv.tv/channel/4gtv-4gtv009?set=4&ch=30
三立綜合,https://www.4gtv.tv/channel/4gtv-live207?set=4&ch=169
三立iNEWS,https://www.4gtv.tv/channel/4gtv-live089?set=4&ch=229
TVBS綜藝台,https://www.4gtv.tv/channel/4gtv-live087?set=4&ch=284
TVBS新聞台,https://www.4gtv.tv/channel/4gtv-live072?set=4&ch=129
TVBS台劇台,https://www.4gtv.tv/channel/4gtv-live088?set=4&ch=285
MOMO親子台,https://www.4gtv.tv/channel/4gtv-live107?set=4&ch=231
客家電視台,https://www.4gtv.tv/channel/4gtv-4gtv043?set=4&ch=107
